Handle,Title,"Body (HTML)",Vendor,"Standardized Product Type","Custom Product Type",Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant Inventory Policy","Variant Price","Variant Compare At Price","Image Src"
jawbone-up-move-with-straps,"Jawbone UP MOVE with straps","Smart Coach
Sleep Tracking
Activity Tracking
Food Logging
6 months of battery life
You can wear it your own way
Grape Rose is with a Purple Slim strap
Blue Burst is with a Fog Standard Strap
Black Burst is with Onyx Standard Strap
Ruby Rose is with a Red Punch Strap
Slate Rose is with a Yellow Slim Strap



Move more, get fit, lose weight, and have fun doing it. UP MOVE comes in a bunch of brilliant colours that you can mix and match with accessories, so clip it on and wear it anywhere. And with an LED display and Smart Coach to guide you, the UP MOVE tracker doesn't just count your steps and track your sleep, it gets you over the hump and moving on your path to a better you.

The activity tracker that helps you to get fit, lose weight and have fun doing it
Clip it on and wear it anywhere, mix and match with additional colours of clips and straps
Track steps, exercise, overall calories burned and sleep (wristband recommended for sleep tracking)
LED display indicates time and progress towards your goals at-a-glance
Splash-proof and up to 6 months of battery life  



 WEAR IT YOUR WAY
The heart of the UP MOVE™ is in the small textured disc. You can put it in a clip and wear it on clothing. Or you can pop it into a band and wear it on your wrist. Your choice. And with endless color combinations UP MOVE™ may be our most versatile tracker ever.
 
SEE THE LIGHTS
UP MOVE™ features a very useful LED display so you know whether the tracker is in Active or Sleep mode. It even shows you your progress toward your goals and can show the time too! The display disappears when you don't need it, leaving that elegant sculpted look uninterrupted.
 
ACTIVITY TRACKING
It's easier to get where you're going when you know where you've been. Activity tracking is the intelligent way to know how much you're walking and moving. It's the bedrock to understanding your desired calorie burn for losing weight, or whatever your goal might be.
 
SLEEP TRACKING
A good night's sleep helps you wake up physically refreshed and mentally sharp. UP MOVE™ sensors keep track of your sleep and Smart Coach breaks it down into periods of Awake, Light and Sound sleep. Find out what they mean and how to keep it all in balance.
 
SMART COACH
It's where the magic happens. It's a personal trainer who knows you like a friend. Smart Coach encourages you to make informed healthy choices and helps you celebrate along the way. The best part? The more you wear your UP MOVE™ band, the more personalized your advice will become.",Shift,"Apparel & Accessories > Clothing","Fitness Trackers",true,Color,"Red Punch",,,continue,119.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/150713822459051buy-up-move-by-jawbone-activity-tracker-ruby-rose-with-red-punch-slim-strap-in-dubai-abu-dhabi-sharajah-uae-1.jpg?v=1581542304
fitbit-ionic-fitness-tracker,"Fitbit Ionic Blue-Gray & White Smart Watch , EMEA","FROM THE AUTHORIZED DEALER
PurePulse Heart Rate
Built in GPS
Multi-Day Battery
Water Resistant
Premium Material
Intelligent Frame
Hi-Res Scratchproof Touchscreen
Dimensions: 1.9 x 4 x 8.7 inches
1 YEAR WARRANTY





Description
Get a watch that gives you more with Fitbit Ionic-a motivating new timepiece packed with fitness guidance, smart experiences, on device GPS, music storage, apps, payments &amp; more.

Features

Start dynamic personalized workouts on your wrist with step-by-step coaching.  
Store and play 300+ songs, plus download playlists from Pandora.  
Use built-in GPS/GLONASS to track pace, distance &amp; routes and get Pure Pulse continuous heart rate tracking &amp; real-time zones.  
Package includes both large and small size bands for the perfect, comfortable fit for all-day &amp; all-night wear.  
Access your favorite apps for sports, weather &amp; more and make payments on the go with a built-in NFC chip.



Track runs, swims, rides, workouts, all day activity and sleep with 4+ day battery life (varies with use &amp; other factors).",Lionfish,"Apparel & Accessories > Clothing","Fitness Trackers",true,,,,,continue,"1,419.00","1,110.00",https://cdn.shopify.com/s/files/1/0076/7167/6986/products/ionic-bluegray.jpg?v=1581541803
fitbit-alta-hr-fitness-tracker,"Fitbit Alta HR Fitness Tracker","FROM THE AUTHORIZED DEALER
PurePulse Heart Rate
Cardio Fitness Level
Sleep Stages
All-Day Activity
Smartphone Notifications
SmartTrack
Tap Display
Reminders to Move
Auto Sleep Tracking &amp; Silent Alarms
Interchangeable Accessories
Syncs Wirelessly
Long Battery Life Up to 7 days
1 YEAR WARRANTY





Description
Everyone's path to health and fitness is different, jumpstart yours with Fitbit Alta HR. Get the power of PurePulse heart rate in a slim, elegant wristband so you can better track calorie burn, gauge your exercise intensity and see your resting heart rate trends. Track all the basics like steps, distance and calories burned and get friendly reminders to move that motivate you to keep stepping and keep track of your workouts with smart track automatic exercise recognition, which gives you credit for being active. Smart phone notifications keep you connected to your day and you can tailor your look for any occasion with interchangeable metal, leather and classic bands. By night, Alta HR automatically tracks your sleep and shows your time spent in light, deep and REM sleep. There's more than one way to achieve a healthier lifestyle. Move to the beat of you. Alta HR is the world's slim fitness wristband with continuous heart rate, based on Fitbit research.


Automatically track your steps, distance, calories burned and active minutes
Get the power of continuous heart rate in the slimmer design on the market-all day, during workouts and beyond
Automatically track your sleep and see your time spent in light, deep and REM sleep stages, powered by PurePulse heart rate
Stay connected with call, text and calendar notifications on display (when your phone is nearby)
Syncs with Mac OS X 10.6 and up, iPhone 4S and later, iPad 3 gen. and later, Android 4.3 and later&amp;With a battery life of up to 7 days, you can worry less about your tracker and focus more on your goals.

 

Product Dimensions

Warranty
One Year Warranty",Lionfish,"Apparel & Accessories > Clothing","Fitness Trackers",true,Color,Black,Size,Large,continue,685.00,459.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/alta-black1.jpg?v=1581541764
fitbit-alta-hr-special-edition-fitness-tracker,"Fitbit Alta HR Special Edition Fitness Tracker","FROM THE AUTHORIZED DEALER
Long Battery - Life Up to 7 days
PurePulse Heart Rate
Cardio Fitness Level
Sleep Stages
All-Day Activity
Smartphone Notifications
SmartTrack
Tap Display
Reminders to Move
Auto Sleep Tracking &amp; Silent Alarms
Interchangeable Accessories
Syncs Wirelessly
1 YEAR WARRANTY





Description
Everyone's path to health and fitness is different, jumpstart yours with Fitbit Alta HR. Get the power of PurePulse heart rate in a slim, elegant wristband so you can better track calorie burn, gauge your exercise intensity and see your resting heart rate trends. Track all the basics like steps, distance and calories burned and get friendly reminders to move that motivate you to keep stepping and keep track of your workouts with smart track automatic exercise recognition, which gives you credit for being active. Smart phone notifications keep you connected to your day and you can tailor your look for any occasion with interchangeable metal, leather and classic bands. By night, Alta HR automatically tracks your sleep and shows your time spent in light, deep and REM sleep. There's more than one way to achieve a healthier lifestyle. Move to the beat of you. Alta HR is the world's slim fitness wristband with continuous heart rate, based on Fitbit research.
 


Automatically track your steps, distance, calories burned and active minutes. 
Get the power of continuous heart rate in the slimmest design on the market-all day, during workouts and beyond.
Automatically track your sleep, and see your time spent in light, deep and REM sleep stages, powered by Pure Pulse heart rate.
Stay connected with call, text and calendar notifications on display (when your phone is nearby).
Syncs with Mac OS X 10.6 and up, iPhone 4S and later, iPad 3 gen. and later, Android 4.3 and later &amp; with a battery life of up to 7 days, you can worry less about your tracker and focus more on your goals.

 
Product Dimensions

Warranty
One Year Warranty",Lionfish,"Apparel & Accessories > Clothing","Fitness Trackers",true,Color,Black/Gunmetal,Size,Small,continue,785.00,580.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/gunmetal1.jpg?v=1581541766
minions-bundle-offer,"Minions Wired Portable Speaker","Do you love Minions, good sound and style !? Then this unique Minions mini speaker is for you! Really easy and tough.


Minions
Good Sound
High quality",Limeconcepts,"Apparel & Accessories > Clothing",Speakers,true,,,,,continue,95.00,69.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/SPMN-EYE_3.jpg?v=1581542655
jabra-storm-wireless-headset,"Jabra Storm Wireless Headset","Brand: Jabra
Color: Black
Reduces Wind Noise
All-day comfort
HD sound with noise reduction
Simple pairing with nfc
Voice control
More power





Description
Next generation Bluetooth mono headset with nine hours of talk time. Eliminates wind noise, so you can have clear calls even in noisy, windy conditions. Easily connect with NFC-enabled smartphones by simply tapping the two devices together. Slim design with all-day comfort.

 REDUCES WIND NOISE

Wind Noise Blackout reduces wind noise, shielding your conversations even in windy conditions. Take your calls outdoors and don’t worry about the wind.  
ALL-DAY COMFORT
Storm is designed for all-day wear. It has a slim, extra comfortable design with a perfectly balanced weight. Storm fits discreetly behind your ear, so you’ll hardly notice you’re wearing it.

 HD SOUND WITH NOISE REDUCTION

Advanced Noise Blackout™ technology ensures clear, noise-free calls. Dual microphones reduce background noise, making you easy to hear. HD Voice* brings high-definition sound quality to both ends of the call.
Is it windy outside? No problem: just put on the special wind sock to completely silence all wind noise. Remove it again easily once you no longer need the extra wind protection.

 Simple pairing with nfc

Do you have an NFC-enabled phone? Pair it with your Storm by simply tapping the two together. Quick and effortless.

 Voice control

Use your voice to control the headset. Answer or reject calls by speaking to Storm.  
More power
You don’’t have to worry about running out of battery. Storm delivers up to 9 hours of talk time.",Alphatech,"Apparel & Accessories > Clothing","Bluetooth Headsets",true,,,,,continue,299.00,230.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/151034520242964d664a2debdf1c84b2f76b3bc4cef5ca13dad9958_Jabra_Storm_01_Jabra_STORM_0002_Jabra_Storm_01_Image_eCom.png?v=1581542231
jabra-halo-smart-noise-cancellation-wireless-headset-red-blue-black,"Jabra Halo Smart Wireless Noise Cancellation Headset Red Blue Black","Brand: Jabra
Color: Black, Red &amp; Blue
Amazing sound
Be on top of your day
Great calls
10mm speakers deliver exceptional, full-spectrum audio
Wind-noise reduction, noise-cancellation and water resistant IP54 rating
Magnets in earbuds to hold together or onto neckband for a tangle-free experience
Bendable Flex zones built into the neckband provide comfortable and secure fit
Talk time up to 17 hours
Bluetooth Version: 4.0
Music Playback: 15 hours





Description
Jabra Halo smart wireless earbuds provide an industry leading talk time of 17 hours and outstanding sound quality for clear calls and full spectrum music. It's flexible Neckband design and IP54 Rated water resistance provides all day comfort that can be used for workouts or wherever your day takes you. To optimize your time, it features a voice button that will instantly connect to sir or Google now, allowing you to quickly get the information you need on-the-go. Designed by Jabra comfort experts, Halo smart has bendable Flex zones that allow you to shape the Neckband and ensure maximum comfort for long term use
Great calls – all day, every day
From the minute you start your day, Jabra Halo Smart will be there to take your calls, organise your workload, keep you on track with your schedule and play your music with amazing sound. It gives you the freedom to stay connected.
Take your calls anywhere
Jabra Halo Smart’s wind-protected microphone and weather-resistant durability means you can comfortably take your calls wherever life takes you.
Up to 17 hours of talk time
Life doesn’t stop when you’re low on battery, which is why the Jabra Halo Smart offers an industry-leading 17 hours of talk time, or 15 hours of music time, with just one charge. For Android users, the Jabra Assist app allows you to track your exact battery usage and suggests when to next charge your Jabra Halo Smart, giving you total peace of mind when on the go.",Alphatech,"Apparel & Accessories > Clothing",Earphones,true,Color,Red,,,continue,339.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/151034728927612889663f90390eefb5211d0d7f3d3b5b82def6ef2_Halo_Smart_Red_01_Jabra_Halo_Smart_Red_0001_Halo_Smart_Red_01_Image_eCom.png?v=1581607926
wicked-audio-artifact-over-ear-headphones-3-colors,"Wicked Audio Artifact Over Ear Headphones Blue and Black","Driver: 40 mm Neodymium
Sensitivity: 103 dB
Frequency: 20-20000 Hz
Impedance: 32 Ohms
Cord Length: 4 ft
Enhanced Bass
High Fidelity
Light Weight
Soft Fit
Wide Range


The Artifact sound is so loud it can only be measured on the richter scale!Let's be real here. what we all want in our headphones is conformity-defying style and the type of unapologetic confidence that would even make even your girlfriend's dad like you. Well the truth is you can only get that with Wicked Audio. But only if you want unmatched sound quality wrapped up in all that gritty sophistication. Look, don't be satisfied with so-so. Expect more from your headphones. Wicked Audio Artifact Over Ear Headphone with High Fidelity to hear the music the way it's intended to be heard, undistorted. You'll hear the music in it's original state. The way the artist intended it to be heard. You wont even feel any extra weight on you head with these lightweight headphones. Powerful sound with a lightweight little body. Capable of playing a wide range of musical instruments and vocal ranges from the lowest to the highest pitch or note they can produce. You won't miss a thing. The Artifact sound is so loud it can only be measured on the richter scale.
 

High Fidelity crisp clear sound for hearing the music in it's original state
Plays wide range of musical instruments and vocal ranges from the lowest to the highest pitch or note they can produce
Cushions are made of fluffy cotton clouds for comfort with no ear fatigue
Compatible with devices having 3.5mm audio jack",Limeconcepts,"Apparel & Accessories > Clothing",Headphones,true,Color,Blue,,,continue,160.00,156.45,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/150720393533075Artifact_600x600_Blue.jpg?v=1581543658
wicked-audio-jekyll-earbuds-with-mic-earphones-in-4-colors,"Wicked Audio Jekyll Earbuds with Mic Earphones in 4 Colors","Sensitivity: 102 dB
Impedance: 16 ohms
Frequency: 20-20,000 Hz
Plug Material: Gold-Plated
Cord Length: 4ft





Description
Let your wild side out and let loose. It’s what we call the Jekyll Effect. Plug in a pair of Jekyll earbuds and let the music rock you!

45 DEGREE SMART PLUG
The 45 degree angle protects your plug from falling out from the slightest tug, we all hate that. The angle locks it in while still keeping a low profile.
ANGLED HOUSING
These earbuds have an ergonomic design that give your ears maximum comfort. Now you can keep on rock'n for hours and hours with no discomfort.
CUSHIONS
Not all ear holes are created equal in size, so we give you 3 different sizes: Small, Medium &amp; Large. Come across a head shrinker? We've got you covered.
ENHANCED BASS
You're going to get: Earth shattering, rock you to the core, ghetto blaster bass! Bass so kind it will put a smile on your face for days.
FLAT CORD
Flat cords are not only stylish, they're also low tangle.
HANDS FREE
This product has a mic/track control so you don't have to pull out your music player to change the song or answer a call.
HIGH FIDELITY
We want you to hear the music the way it's intended to be heard; undistorted. You'll hear the music in it's original state. The way the artist intended it to be heard.
NOISE ISOLATION
Don't put up with listening to that loud mouth or screaming kid. Plug in &amp; Rock out undisturbed with our noise isolation headphones. You'll be glad that you did.",Limeconcepts,"Apparel & Accessories > Clothing",Earphones,true,Color,Blue,,,continue,93.45,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/15071313193085502-Jekyll_Blue-600X600.jpg?v=1581543667
wicked-audio-fang-noise-cancellation-earbuds-earphones-3-colors,"Wicked Audio Fang Noise Cancellation Earbuds Earphones - 3 Colors","Noise Isolation
Sensitivity: 103 dB
Impedance: 16 ohms
Frequency: 20-20,000 Hz
Plug Material: Gold-Plated
Cord Length: 4ft


Fang holds on tight. Pop ‘em in and get to rockin’ and sweatin’. Strong bass but small size, they’re your perfect workout bud.
ACTIVE
Rock out with no fall out. These earbuds are designed to keep up with your active lifestyle.
CUSHIONS
Not all ear holes are created equal in size, so we give you 3 different sizes: Small, Medium &amp; Large. Come across a head shrinker? We've got you covered.
EARHUGGER
Whether you're working-out or just causing mayhem, these headphones grab on to your ear and don't want to let go. They're in for the long haul.
ENHANCED BASS
You're going to get: Earth shattering, rock you to the core, ghetto blaster bass! Bass so kind it will put a smile on your face for days.
FLEX GRIP
Pliable and durable hooks that that keep your earbuds snug inside your ears.
HANDS FREE
This product has a mic/track control so you don't have to pull out your music player to change the song or answer a call.
NOISE ISOLATION
Don't put up with listening to that loud mouth or screaming kid. Plug in &amp; Rock out undisturbed with our noise isolation headphones. You'll be glad that you did.
SWEAT RESISTANT
These bad boys were build to get a little wet. Don't worry they can take a little moisture. Just don't go swimming with them, it wont end well.
TANGLE FREE
Slippery cord that doesn't grab and tangle.",Limeconcepts,"Apparel & Accessories > Clothing",Earphones,true,Color,Yellow,,,continue,99.00,103.95,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/15071294213356601-Fang_BlkLime-600X600.jpg?v=1581543663
hx8v2-keep-out-headset,"HX8V2 Keep Out Gaming Headset","Description
DESIGNED TO HEAR A SOUND LIKE NO OTHER
The Keep Out Headsets offer professional audio performance in games. Incorporates more advanced features for players to enter fully into the game. Its high-fidelity speakers produce quality sound 7.1 and create a unique acoustic environment thanks to its comfortable and adaptable soft padded arms. Your microphone incorporates the latest technology for noise suppression and provides excellent communication giving maximum realism to games.",Limeconcepts,"Apparel & Accessories > Clothing",Headphones,true,,,,,continue,229.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/147211665633886HX8V22.jpg?v=1581542133
wicked-audio-omen-wireless-bluetooth-earbuds-earphones-in-4-colors,"Wicked Audio Omen Wireless Bluetooth Earbuds Earphones","Bluetooth Version 4.1
In-line Mic and Track Control
Durable Flat Cord
3.5 Hour Battery Life





The Wicked Audio Omen Bluetooth Earbud let you transition into the Wireless world.


Wireless Bluetooth


Listen up to 32ft away from your device


3 Hour Battery Life


Rechargeable batteries with included charging cable.


Security with Wicked Audio’s Triple Battery Protection


Custom comfort with 3 cushion sizes


Included clothing clip for extra grip


Control your music without digging out your phone. Mic and track control right from the Omen Wireless Earbud.


Noise Isolating to help you focus on what’s important, your tunes.",Limeconcepts,"Apparel & Accessories > Clothing",Earphones,true,Color,Blue,,,continue,150.00,135.45,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/150696458664181999999-712949011138_1.jpg?v=1581543669
jabra-sports-coach-wireless-bluetooth-headset-earphones-blue,"Jabra Sports Coach Wireless Bluetooth Headset Earbuds Blue","Description

Integrated cross training app for personalized workout planning and in-ear coaching; choose from more than 50 exercises, from beginner to advanced.
If you combine cross training with running, the Track Fit motion sensor will measure distance, pace, steps, cadence and calories burned.
Premium wireless music powered by Dolby - motivating music, free from wires and cables.
Sweat and weather proof, built toward US military standard for rain, shock, sand and dust protection (IP55 Rated).
Perfect and secure fit, will neither hurt or fall out. Multiple sized ear gels and ear wings to choose from to create a personalized fit.

 










 



 
Jabra Sport Coach with Integrated Cross Training App  

Intelligent Audio Coaching
Plan, track, and analyze your cross training or other indoor workout. Choose from more than 50 exercises, from beginner to advanced. Get in-the-moment, personalized in-ear audio coaching as you work out. Use time or repetition-based training while being motivated by your favorite music.  
 
 
 
Beat your best
TrackFit Motion Sensor

If you combine your cross training with running, the integrated TrackFit motion sensor will measure distance, pace, steps, cadence and calories burned. This unique motion sensor captures detailed activity and performance data for the Jabra Sport Life App, helping you train at the right intensity.
Secure and comfortable fit
Won’t hurt your ears or fall out, thanks to its ergonomic design. Find the perfect fit with three sets of eargels. Feels so light, you’ll hardly notice you’re wearing it.
Sweat and weather resistant
Built toward US military standards (IP55), Jabra Sport Coach is sweat, shock, and weatherproof. It’s crafted to withstand exercise under any conditions.",Alphatech,"Apparel & Accessories > Clothing",Earphones,true,,,,,continue,399.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1506366145601477.jpg?v=1581542227
tnb-sport-bluetooth-2-1-back-of-head-headphones-black,"TnB Sport Bluetooth 2.1 Back Of Head Headphones Black","Wireless
Foldable
Sports &amp; Exercise
Volume Control
With Microphone
Product Dimensions - 0.5 x 13 x 7 cm ; 68 g
Boxed-product Weight - 141 g
Battery Life upto 8 hours





Description
Ergonomics, sporty, With advanced functions (track switch, volume control, pick up / hang up functions). Compatible With: smartphones, tablets, lecteurs MP3, iPod/iPhone.",Limeconcepts,"Apparel & Accessories > Clothing",Headphones,true,,,,,continue,269.00,194.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/148014697286457CBSPBK_pdt2_4.jpg?v=1581543479
wicked-audio-shred-wireless-bluetooth-earbuds-earphones-inferno-for-him,"Wicked Audio Shred Wireless Bluetooth Earbuds Earphones Inferno For Him","Bluetooth Version 4.1
Neck Lock technology keeps buds securely in place
Tough metal, angled housing
In-line Mic and Track Control
5 Hour Battery Life





Description
The Wicked Audio Shred Wireless Bluetooth earbud is made to hang on, stay on, and rock on. Its rugged metal housing, magnetic backs, sweat proof protection, and reflective cord let you keep shreddin’.

Wireless Bluetooth
Rugged metal housing
 Magnetic back to quickly snap together
 Sweat Proof: IPX4
 Top of the line sound. Wide range, high fidelity, and enhanced bass
Listen up to 32ft away from your device
5 Hour Battery Life
 Rechargeable batteries with included charging cable.
 Security with Wicked Audio’s Triple Battery Protection
Custom comfort with 3 cushion sizes
 2 Sizes of secure fin attachements
Flex loop attachment
 4 Custom styles for you to get the perfect grip in your ears (Naked, Small Secure Fins, Large Secure Fins, and Flex Loop)
Reflective cord for late night jogs (and to look cool)
Control your music without digging out your phone. Mic and track control right from the Shred Wireless Earbud
 Noise Isolating to help you focus on what’s important, your tunes",Limeconcepts,"Apparel & Accessories > Clothing",Earphones,true,,,,,continue,249.00,220.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/150697110120302600x600-Shred-W_BLACK.jpg?v=1581543674
wicked-audio-the-reach-black-bluetooth-receiver,"Wicked Audio The Reach Black Bluetooth Receiver","Bluetooth Version: 4.2
Battery Life: 5 hours
Range: 30 ft
Charge Hour: 1.5-2 hours





Description
Make every headphone wireless.
Keep your favorite headphones! With the Reach Bluetooth Audio Receiver, they’re all wireless now. Plug in any headphone or earbud and the Reach will take care of the rest.
Full functionality with volume control, microphone, track control, answer/hangup, pause/play, the works. Works with any Bluetooth device or phone, just plug in your headphone or earbud and you’re ready to go.",Limeconcepts,"Apparel & Accessories > Clothing",Headphones,true,,,,,continue,99.00,89.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/150712775532577Reach-Black-600X600.jpg?v=1581543674
hx5v2-keep-out-gaming-headset,"HX5V2 Keep Out Gaming Headset","Gaming headset
High-fidelity speakers
Premium quality sound
Unique acoustic environment
Built-in microphone
Noise cancelling technology
Online driver
Mute function
Cable length: 2m
Detachable Microphone
Rubber finish to prevent cable curls
Nylon Cord





Description
The Keep Out Headsets offer professional audio performance in games. Incorporates more advanced features for players to enter fully into the game. Its high-fidelity speakers produce quality sound 7.1 and create a unique acoustic environment thanks to its comfortable and adaptable soft padded arms. Your microphone incorporates the latest technology for noise suppression and provides excellent communication giving maximum realism to games.
Technical Specifications:
Speakers Frequency range: 20Hz 20 KHz Impedance: 32 ohms Sensitivity: 111dB +/- 3dB SPL at 1KHz Input power: 100mW Driver Size: 2 x 40mm 7.1 simulated sound channels
Microphone Frequency: 30Hz - 16KHz Sensitivity: -46dB +/- 2dB Audio jack: 3.5mm
Box Contains
1 x APPROX Keep Out HX5V2 7.1 Surround Sound Headset (HX5V2)",Limeconcepts,"Apparel & Accessories > Clothing",Headphones,true,,,,,continue,179.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/147211763134595HX5V2_principal2-800x600.png?v=1581609217
jabra-eclipse-bluetooth-wireless-headset,"Jabra Talk 55 Bluetooth Headset with Dual Mic Noise Cancellation and Portable Carrying Case","High-definition calls and sound streaming: High-quality 2-microphone technology and speaker are optimised to make conversations clear - Powerful noise cancellation makes your calls crystal clear
Long-lasting wireless calls: 10 hours of calls and up to 7 days of standby time on one charge – Range of up to 30 metres
Custom fit for all-day comfort: Choose your preferred wearing style from many eargel sizes
Connect easily with Bluetooth: Pair up to eight devices, connect to two at the same time
Scope of delivery: Jabra Talk 55 mono headset, charging case, USB charging cable, 3 sets of eargels – Weight: headset 5.4g and charging case 35.5g – Colour: Black

Product comes with a 1-year warranty

 Model: 100-98200900-60",Alphatech,"Apparel & Accessories > Clothing","Bluetooth Headsets",true,Color,Black,,,continue,549.00,381.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/151034612598147a90089525a6805fea16c50ff100f2544e84485bc_Black_Jabra_Eclipse_07_Jabra_Eclipse_0006_Black_Jabra_Eclipse_07_Image_eCom.png?v=1581609394
tnb-run-up-sport-earphones-with-hands-free-kit-black-yellow,"TnB Run-Up Sport Earphones With Hands Free Kit Black Yellow","Water resistant and sweat proof
Ergonomic and colorful earphones the perfect accessory for all sports activities
The clip-on system enables an optimum support and a great listening experience
Built-in microphone allows you to take a call with your device in your pocket
Earloop design for better comfort and sound experience
Cable length (cm) - 120





Description
Compatible With - Smartphones, MP3, Tablets.",Limeconcepts,"Apparel & Accessories > Clothing",Earphones,true,,,,,continue,69.00,52.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/148014716117093ESSPBEBK_pdt2_1.jpg?v=1581543468
wicked-audio-havok-noise-isolation-earbuds-with-mic-earphones-4-colors,"Wicked Audio Havok Noise Isolation Earbuds with Mic Earphones - 4 Colors","Noise Isolation
Audio Drivers: 10mm
Cord Length: 4ft
With Wired Controls
With Microphone
Impedance: 16 ohms
Sensitivity: 102 dB
Frequency: 20-20,000 Hz
Plug Material: Gold-Plated
Includes Earbud Tips


The Havok is as roady as a tornado of screaming’ eagles and louder than a moshpit on fire.
 
45 DEGREE SMART PLUG
The 45 degree angle protects your plug from falling out from the slightest tug, we all hate that. The angle locks it in while still keeping a low profile.
CUSHIONS
Not all ear holes are created equal in size, so we give you 3 different sizes: Small, Medium &amp; Large. Come across a head shrinker? We've got you covered.
FLAT CORD
Flat cords are not only stylish, they're also low tangle.
HANDS FREE
This product has a mic/track control so you don't have to pull out your music player to change the song or answer a call.
HIGH FIDELITY
We want you to hear the music the way it's intended to be heard; undistorted. You'll hear the music in it's original state. The way the artist intended it to be heard.
NOISE ISOLATION
Don't put up with listening to that loud mouth or screaming kid. Plug in &amp; Rock out undisturbed with our noise isolation headphones. You'll be glad that you did.",Limeconcepts,"Apparel & Accessories > Clothing",Earphones,true,Color,"Cherry Red",,,continue,75.00,72.45,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/15071304480092103-Cherry-Bomb-Havok.jpg?v=1581609599
jabra-stealth-bluetooth-wireless-headset-red-black,"Jabra Stealth Bluetooth Wireless Headset Red & Black","Brand: Jabra
Color: Black
HD sound with noise reduction
Superior comfort in a small design
Dedicated voice control button
Stay connected to Nano-sized bluetooth
Talk time up to 6 hrs
Standby time up to 10 days
In the box: Earhook pack, EarGel pack, USB charger





Description
Jabra Stealth, our debut next-generation Bluetooth® headset is significantly smaller, lighter, more discreet and offers better comfort and longer talk time.
HD SOUND WITH NOISE REDUCTION
Advanced Noise Blackout™ technology ensures clear, noise-free calls. Dual microphones reduce background noise, making you easy to hear. HD Voice* brings high-definition sound quality to both ends of the call.
SUPERIOR COMFORT IN A SMALL DESIGN
Stealth delivers superior comfort in a small design. The weight of the headset is perfectly balanced. It’s so discreet that you’ll hardly notice you’re wearing it.
DEDICATED VOICE CONTROL BUTTON
Leave your phone in your pocket. Activate Siri and Google Now by tapping a dedicated button directly on the headset. 
STAY CONNECTED WITH THE NANO SIZED BLUETOOTH DONGLE
With a UC-compatible dongle, you can transfer calls from your softphone to your smartphone using the Jabra Stealth UC.  Optimised for Microsoft® Lync™, fully UC compatible",Alphatech,"Apparel & Accessories > Clothing","Bluetooth Headsets",true,,,,,continue,329.00,250.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/15103458134652910358808_3.jpg?v=1581542228
caselogic-earbuds-with-mic,"Caselogic Earbuds with Mic","Description
The universal earbuds from Case Logic provide high-quality stereo sound while fitting comfortably in your ear with a lightweight feel for all-day use, a 3.5mm jack ensures compatibility with most devices, including all mobile phones, music players, portable gaming devices, and computers. A built-in microphone allows for an easy switch from music to speech for hands-free use, while a 4 foot, flat cable design gives the ability to move around freely and conveniently and help stay tangle free. Enhance your listening experience with style and functionality, with these great earbuds from Case Logic.",Shift,"Apparel & Accessories > Clothing",Earphones,true,Color,"Red Black",,,continue,39.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/152512497359424CL-AU-EB-003-05-copy.jpg?v=1581541467
