Handle,Title,"Body (HTML)",Vendor,"Standardized Product Type","Custom Product Type",Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Price","Variant Compare At Price","Image Src"
camelbak-chute-mag-6l-dragonfruit,"CamelBak Chute Mag .6L Dragonfruit Water Bottle","Description
The slim, 20 oz Chute® bottle has been improved to feature a NEW magnetic top that easily stows the cap. Drink freely from the updated Chute® Mag, thanks to an angled spout that provides a high flow of water without sloshing or spilling. This durable and leak-proof favorite is still 100% free of BPA, BPS and BPF and now even better at keeping the cap out of the way for easy, one-handed drinking or pouring.


Features

Magnetic Handle: Keeps the cap stowed while drinking
Angled Spout: Provides an ergonomic drink interface that delivers a high flow of water without sloshing or spilling
Comfortable To Carry: Handle designed to comfortably carry a full bottle with two fingers
Internal Cap Threads: No more drinking off those uncomfortable bottle threads
Dishwasher Safe: All parts are top-rack dishwasher safe
Wide-Mouth Opening: Easy to fill with ice and water and a breeze to clean
BPA, BPS &amp; BPF Free: Taste your beverage, not the bottle

Specifications



Capacity:.6L/20 fl oz




Cap Mateirial:BPA-Free Polypropylene




Closure:Leak-Proof Magnetic Cap




Collection:Daily Hydration




Activity: Everyday &amp; Outdoor




User:Unisex




BPA/BPS/BPF Free:Yes




Dimensions:7 x 9.5 x 25 cm / 2.8 x 3.7 x 9.8 in




Material:Eastman Tritan™ Copolyester. Tritan makes the Chute® Mag clear, vibrant, durable, dishwasher safe and 100% BPA-Free.




Weight:144 g / 5.1 oz","Tactical Trading","Apparel & Accessories > Clothing","Water Bottles",true,,,,,shopify,0,continue,84.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1510601060.jpg?v=1581711140
camelbak-chute-mag-75l-charcoal,"CamelBak Chute Mag .75L Charcoal Water Bottle","The versatile and well-loved Chute® bottle has been improved to feature a NEW magnetic top that easily stows the cap. Drink freely from the Chute® Mag thanks to an angled spout that provides a high flow of water without sloshing or spilling. It is still 100% free of BPA, BPS and BPF and now even better at keeping the cap out of the way for easy, one-handed drinking or pouring.
Features

Magnetic Handle: Keeps the cap stowed while drinking
Angled Spout: Provides an ergonomic drink interface that delivers a high flow of water without sloshing or spilling
Comfortable To Carry: Handle designed to comfortably carry a full bottle with two fingers
Internal Cap Threads: No more drinking off those uncomfortable bottle threads
Dishwasher Safe: All parts are top-rack dishwasher safe
Wide-Mouth Opening: Easy to fill with ice and water and a breeze to clean
BPA, BPS &amp; BPF Free: Taste your beverage, not the bottle

Specifications



Capacity:.75L/25 fl oz




Cap Material:BPA-Free Polypropylene




Closure:Leak-Proof Magnetic Cap




Collection:Daily Hydration




Activity:Everyday &amp; Outdoor




User:Unisex




BPA/BPS/BPF Free:Yes




Dimensions:9.5 x 9.5 x 24.5 cm / 3.7 x 3.7 x 9.6 in




Material: Eastman Tritan™ Copolyester. Tritan makes the Chute® Mag clear, vibrant, durable, dishwasher safe and 100% BPA-Free.




Weight:169 g / 6 oz","Tactical Trading","Apparel & Accessories > Clothing","Water Bottles",true,,,,,shopify,50,continue,80.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1512001075_1.jpg?v=1581541302
camelbak-chute-mag-75l-lime,"CamelBak Chute Mag .75L Lime Water Bottle","Description
The versatile and well-loved Chute® bottle has been improved to feature a NEW magnetic top that easily stows the cap. Drink freely from the Chute® Mag thanks to an angled spout that provides a high flow of water without sloshing or spilling. It is still 100% free of BPA, BPS and BPF and now even better at keeping the cap out of the way for easy, one-handed drinking or pouring.
Features

Magnetic Handle: Keeps the cap stowed while drinking
Angled Spout: Provides an ergonomic drink interface that delivers a high flow of water without sloshing or spilling
Comfortable To Carry: Handle designed to comfortably carry a full bottle with two fingers
Internal Cap Threads: No more drinking off those uncomfortable bottle threads
Dishwasher Safe: All parts are top-rack dishwasher safe
Wide-Mouth Opening: Easy to fill with ice and water and a breeze to clean
BPA, BPS &amp; BPF Free: Taste your beverage, not the bottle

Specifications



Capacity:.75L/25 fl oz




Cap Material:BPA-Free Polypropylene




Closure:Leak-Proof Magnetic Cap




Collection:Daily Hydration




Activity:Everyday &amp; Outdoor




User:Unisex




BPA/BPS/BPF Free:Yes




Dimensions:9.5 x 9.5 x 24.5 cm / 3.7 x 3.7 x 9.6 in




Material: Eastman Tritan™ Copolyester. Tritan makes the Chute® Mag clear, vibrant, durable, dishwasher safe and 100% BPA-Free.




Weight:169 g / 6 oz","Tactical Trading","Apparel & Accessories > Clothing","Water Bottles",true,,,,,shopify,50,continue,80.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1512301075_1.jpg?v=1581541307
camelbak-chute-mag-75l-bluegrass,"CamelBak Chute Mag .75L Bluegrass Water Bottle","Description
The versatile and well-loved Chute® bottle has been improved to feature a NEW magnetic top that easily stows the cap. Drink freely from the Chute® Mag thanks to an angled spout that provides a high flow of water without sloshing or spilling. It is still 100% free of BPA, BPS and BPF and now even better at keeping the cap out of the way for easy, one-handed drinking or pouring.
Features

Magnetic Handle: Keeps the cap stowed while drinking
Angled Spout: Provides an ergonomic drink interface that delivers a high flow of water without sloshing or spilling
Comfortable To Carry: Handle designed to comfortably carry a full bottle with two fingers
Internal Cap Threads: No more drinking off those uncomfortable bottle threads
Dishwasher Safe: All parts are top-rack dishwasher safe
Wide-Mouth Opening: Easy to fill with ice and water and a breeze to clean
BPA, BPS &amp; BPF Free: Taste your beverage, not the bottle

Specifications



Capacity:.75L/25 fl oz




Cap Material:BPA-Free Polypropylene




Closure:Leak-Proof Magnetic Cap




Collection:Daily Hydration




Activity:Everyday &amp; Outdoor




User:Unisex




BPA/BPS/BPF Free:Yes




Dimensions:9.5 x 9.5 x 24.5 cm / 3.7 x 3.7 x 9.6 in




Material: Eastman Tritan™ Copolyester. Tritan makes the Chute® Mag clear, vibrant, durable, dishwasher safe and 100% BPA-Free.




Weight:169 g / 6 oz","Tactical Trading","Apparel & Accessories > Clothing","Water Bottles",true,,,,,shopify,200,continue,80.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1512401075.jpg?v=1581711165
camelbak-chute-mag-75l-sea-glass,"CamelBak Chute Mag .75L Sea Glass Water Bottle","Description
The versatile and well-loved Chute® bottle has been improved to feature a NEW magnetic top that easily stows the cap. Drink freely from the Chute® Mag thanks to an angled spout that provides a high flow of water without sloshing or spilling. It is still 100% free of BPA, BPS and BPF and now even better at keeping the cap out of the way for easy, one-handed drinking or pouring.
Features

Magnetic Handle: Keeps the cap stowed while drinking
Angled Spout: Provides an ergonomic drink interface that delivers a high flow of water without sloshing or spilling
Comfortable To Carry: Handle designed to comfortably carry a full bottle with two fingers
Internal Cap Threads: No more drinking off those uncomfortable bottle threads
Dishwasher Safe: All parts are top-rack dishwasher safe
Wide-Mouth Opening: Easy to fill with ice and water and a breeze to clean
BPA, BPS &amp; BPF Free: Taste your beverage, not the bottle

Specifications



Capacity:.75L/25 fl oz




Cap Material:BPA-Free Polypropylene




Closure:Leak-Proof Magnetic Cap




Collection:Daily Hydration




Activity:Everyday &amp; Outdoor




User:Unisex




BPA/BPS/BPF Free:Yes




Dimensions:9.5 x 9.5 x 24.5 cm / 3.7 x 3.7 x 9.6 in




Material: Eastman Tritan™ Copolyester. Tritan makes the Chute® Mag clear, vibrant, durable, dishwasher safe and 100% BPA-Free.




Weight:169 g / 6 oz","Tactical Trading","Apparel & Accessories > Clothing","Water Bottles",true,,,,,shopify,0,continue,89.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1512402075.jpg?v=1581541309
camelbak-chute-mag-75l-iris,"CamelBak Chute Mag .75L Iris Water Bottle","Description
The versatile and well-loved Chute® bottle has been improved to feature a NEW magnetic top that easily stows the cap. Drink freely from the Chute® Mag thanks to an angled spout that provides a high flow of water without sloshing or spilling. It is still 100% free of BPA, BPS and BPF and now even better at keeping the cap out of the way for easy, one-handed drinking or pouring.
Features

Magnetic Handle: Keeps the cap stowed while drinking
Angled Spout: Provides an ergonomic drink interface that delivers a high flow of water without sloshing or spilling
Comfortable To Carry: Handle designed to comfortably carry a full bottle with two fingers
Internal Cap Threads: No more drinking off those uncomfortable bottle threads
Dishwasher Safe: All parts are top-rack dishwasher safe
Wide-Mouth Opening: Easy to fill with ice and water and a breeze to clean
BPA, BPS &amp; BPF Free: Taste your beverage, not the bottle

Specifications



Capacity:.75L/25 fl oz




Cap Material:BPA-Free Polypropylene




Closure:Leak-Proof Magnetic Cap




Collection:Daily Hydration




Activity:Everyday &amp; Outdoor




User:Unisex




BPA/BPS/BPF Free:Yes




Dimensions:9.5 x 9.5 x 24.5 cm / 3.7 x 3.7 x 9.6 in




Material: Eastman Tritan™ Copolyester. Tritan makes the Chute® Mag clear, vibrant, durable, dishwasher safe and 100% BPA-Free.




Weight:169 g / 6 oz","Tactical Trading","Apparel & Accessories > Clothing","Water Bottles",true,,,,,shopify,0,continue,89.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1512501075_V1.jpg?v=1581541306
camelbak-chute-mag-75l-cardinal,"CamelBak Chute Mag .75L Cardinal Water Bottle","Description
The versatile and well-loved Chute® bottle has been improved to feature a NEW magnetic top that easily stows the cap. Drink freely from the Chute® Mag thanks to an angled spout that provides a high flow of water without sloshing or spilling. It is still 100% free of BPA, BPS and BPF and now even better at keeping the cap out of the way for easy, one-handed drinking or pouring.
Features

Magnetic Handle: Keeps the cap stowed while drinking
Angled Spout: Provides an ergonomic drink interface that delivers a high flow of water without sloshing or spilling
Comfortable To Carry: Handle designed to comfortably carry a full bottle with two fingers
Internal Cap Threads: No more drinking off those uncomfortable bottle threads
Dishwasher Safe: All parts are top-rack dishwasher safe
Wide-Mouth Opening: Easy to fill with ice and water and a breeze to clean
BPA, BPS &amp; BPF Free: Taste your beverage, not the bottle

Specifications



Capacity:.75L/25 fl oz




Cap Material:BPA-Free Polypropylene




Closure:Leak-Proof Magnetic Cap




Collection:Daily Hydration




Activity:Everyday &amp; Outdoor




User:Unisex




BPA/BPS/BPF Free:Yes




Dimensions:9.5 x 9.5 x 24.5 cm / 3.7 x 3.7 x 9.6 in




Material: Eastman Tritan™ Copolyester. Tritan makes the Chute® Mag clear, vibrant, durable, dishwasher safe and 100% BPA-Free.




Weight:169 g / 6 oz","Tactical Trading","Apparel & Accessories > Clothing","Water Bottles",true,,,,,shopify,50,continue,85.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1512601075_1.jpg?v=1581541301
camelbak-chute-mag-75l-dragonfruit,"CamelBak Chute Mag .75L Dragonfruit Water Bottle","Description
The versatile and well-loved Chute® bottle has been improved to feature a NEW magnetic top that easily stows the cap. Drink freely from the Chute® Mag thanks to an angled spout that provides a high flow of water without sloshing or spilling. It is still 100% free of BPA, BPS and BPF and now even better at keeping the cap out of the way for easy, one-handed drinking or pouring.
Features

Magnetic Handle: Keeps the cap stowed while drinking
Angled Spout: Provides an ergonomic drink interface that delivers a high flow of water without sloshing or spilling
Comfortable To Carry: Handle designed to comfortably carry a full bottle with two fingers
Internal Cap Threads: No more drinking off those uncomfortable bottle threads
Dishwasher Safe: All parts are top-rack dishwasher safe
Wide-Mouth Opening: Easy to fill with ice and water and a breeze to clean
BPA, BPS &amp; BPF Free: Taste your beverage, not the bottle

Specifications



Capacity:.75L/25 fl oz




Cap Material:BPA-Free Polypropylene




Closure:Leak-Proof Magnetic Cap




Collection:Daily Hydration




Activity:Everyday &amp; Outdoor




User:Unisex




BPA/BPS/BPF Free:Yes




Dimensions:9.5 x 9.5 x 24.5 cm / 3.7 x 3.7 x 9.6 in




Material: Eastman Tritan™ Copolyester. Tritan makes the Chute® Mag clear, vibrant, durable, dishwasher safe and 100% BPA-Free.




Weight:169 g / 6 oz","Tactical Trading","Apparel & Accessories > Clothing","Water Bottles",true,,,,,shopify,0,continue,89.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1512602075.jpg?v=1581711239
camelbak-chute-mag-75l-coral,"CamelBak Chute Mag .75L Coral Water Bottle","The versatile and well-loved Chute® bottle has been improved to feature a NEW magnetic top that easily stows the cap. Drink freely from the Chute® Mag thanks to an angled spout that provides a high flow of water without sloshing or spilling. It is still 100% free of BPA, BPS and BPF and now even better at keeping the cap out of the way for easy, one-handed drinking or pouring.
Features

Magnetic Handle: Keeps the cap stowed while drinking
Angled Spout: Provides an ergonomic drink interface that delivers a high flow of water without sloshing or spilling
Comfortable To Carry: Handle designed to comfortably carry a full bottle with two fingers
Internal Cap Threads: No more drinking off those uncomfortable bottle threads
Dishwasher Safe: All parts are top-rack dishwasher safe
Wide-Mouth Opening: Easy to fill with ice and water and a breeze to clean
BPA, BPS &amp; BPF Free: Taste your beverage, not the bottle

Specifications



Capacity:.75L/25 fl oz




Cap Material:BPA-Free Polypropylene




Closure:Leak-Proof Magnetic Cap




Collection:Daily Hydration




Activity:Everyday &amp; Outdoor




User:Unisex




BPA/BPS/BPF Free:Yes




Dimensions:9.5 x 9.5 x 24.5 cm / 3.7 x 3.7 x 9.6 in




Material: Eastman Tritan™ Copolyester. Tritan makes the Chute® Mag clear, vibrant, durable, dishwasher safe and 100% BPA-Free.




Weight:169 g / 6 oz","Tactical Trading","Apparel & Accessories > Clothing","Water Bottles",true,,,,,shopify,0,continue,80.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1512603075.jpg?v=1581711258
camelbak-chute-mag-1l-charcoal,"CamelBak Chute Mag 1L Charcoal Water Bottle","Description
The versatile and well-loved Chute® bottle has been improved to feature a NEW magnetic top that easily stows the cap. Our most popular size, the 32 oz, is perfect for all day hydration wherever you're headed. Drink freely from the Chute® Mag thanks to an angled spout that provides a high flow of water without sloshing or spilling. This durable and leak-proof favorite is still 100% free of BPA, BPS and BPF and now even better at keeping the cap out of the way for easy, one-handed drinking or pouring.
Features

Magnetic Handle: Keeps the cap stowed while drinking
Angled Spout: Provides an ergonomic drink interface that delivers a high flow of water without sloshing or spilling
Comfortable To Carry: Handle designed to comfortably carry a full bottle with two fingers
Internal Cap Threads: No more drinking off those uncomfortable bottle threads
Dishwasher Safe: All parts are top-rack dishwasher safe
Wide-Mouth Opening: Easy to fill with ice and water and a breeze to clean
BPA, BPS &amp; BPF Free: Taste your beverage, not the bottle

Specifications





Capacity:1L/32 fl oz




Cap Material:BPA-Free Polypropylene




Closure:Leak-Proof Magnetic Cap




Collection:Daily Hydration




Activity:Everyday &amp; Outdoor




User:Unisex




BPA/BPS/BPF Free:Yes




Dimensions:9.5 x 9.5 x 24.5 cm / 3.7 x 3.7 x 9.6 in




Material:Eastman Tritan™ Copolyester. Tritan makes the Chute® Mag clear, vibrant, durable, dishwasher safe and 100% BPA-Free.




Weight:192 g / 6.8 oz","Tactical Trading","Apparel & Accessories > Clothing","Water Bottles",true,,,,,shopify,150,continue,75.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1513001001.jpg?v=1581711259
camelbak-chute-mag-1l-bluegrass,"CamelBak Chute Mag 1L Bluegrass Water Bottle","Description

The versatile and well-loved Chute® bottle has been improved to feature a NEW magnetic top that easily stows the cap. Our most popular size, the 32 oz, is perfect for all day hydration wherever you're headed. Drink freely from the Chute® Mag thanks to an angled spout that provides a high flow of water without sloshing or spilling. This durable and leak-proof favorite is still 100% free of BPA, BPS and BPF and now even better at keeping the cap out of the way for easy, one-handed drinking or pouring.

Features


Magnetic Handle: Keeps the cap stowed while drinking
Angled Spout: Provides an ergonomic drink interface that delivers a high flow of water without sloshing or spilling
Comfortable To Carry: Handle designed to comfortably carry a full bottle with two fingers
Internal Cap Threads: No more drinking off those uncomfortable bottle threads
Dishwasher Safe: All parts are top-rack dishwasher safe
Wide-Mouth Opening: Easy to fill with ice and water and a breeze to clean
BPA, BPS &amp; BPF Free: Taste your beverage, not the bottle


Specifications






Capacity:1L/32 fl oz




Cap Material:BPA-Free Polypropylene




Closure:Leak-Proof Magnetic Cap




Collection:Daily Hydration




Activity:Everyday &amp; Outdoor




User:Unisex




BPA/BPS/BPF Free:Yes




Dimensions:9.5 x 9.5 x 24.5 cm / 3.7 x 3.7 x 9.6 in




Material:Eastman Tritan™ Copolyester. Tritan makes the Chute® Mag clear, vibrant, durable, dishwasher safe and 100% BPA-Free.




Weight:192 g / 6.8 oz","Tactical Trading","Apparel & Accessories > Clothing","Water Bottles",true,,,,,shopify,0,continue,90.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1513401001_1.jpg?v=1581711259
camelbak-chute-mag-1l-iris,"CamelBak Chute Mag 1L Iris Water Bottle","Description
The versatile and well-loved Chute® bottle has been improved to feature a NEW magnetic top that easily stows the cap. Our most popular size, the 32 oz, is perfect for all day hydration wherever you're headed. Drink freely from the Chute® Mag thanks to an angled spout that provides a high flow of water without sloshing or spilling. This durable and leak-proof favorite is still 100% free of BPA, BPS and BPF and now even better at keeping the cap out of the way for easy, one-handed drinking or pouring.
Features

Magnetic Handle: Keeps the cap stowed while drinking
Angled Spout: Provides an ergonomic drink interface that delivers a high flow of water without sloshing or spilling
Comfortable To Carry: Handle designed to comfortably carry a full bottle with two fingers
Internal Cap Threads: No more drinking off those uncomfortable bottle threads
Dishwasher Safe: All parts are top-rack dishwasher safe
Wide-Mouth Opening: Easy to fill with ice and water and a breeze to clean
BPA, BPS &amp; BPF Free: Taste your beverage, not the bottle

Specifications





Capacity:1L/32 fl oz




Cap Material:BPA-Free Polypropylene




Closure:Leak-Proof Magnetic Cap




Collection:Daily Hydration




Activity:Everyday &amp; Outdoor




User:Unisex




BPA/BPS/BPF Free:Yes




Dimensions:9.5 x 9.5 x 24.5 cm / 3.7 x 3.7 x 9.6 in




Material:Eastman Tritan™ Copolyester. Tritan makes the Chute® Mag clear, vibrant, durable, dishwasher safe and 100% BPA-Free.




Weight:192 g / 6.8 oz","Tactical Trading","Apparel & Accessories > Clothing","Water Bottles",true,,,,,shopify,0,continue,94.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1513501001.jpg?v=1581711280
camelbak-chute-mag-1-5l-clear,"CamelBak Chute Mag 1.5L Clear Water Bottle","This is the big one—in fact, it’s the biggest water bottle we make. This rugged, leak-proof Chute® Mag bottle has a high-flow spout that makes it easy to chug or pour without spilling. The newly-designed top has an easy magnetic stow that keeps the cap out of the way while you drink and is wide enough to easily fill and clean. It's great for long trips or for refilling smaller bottles, and the magnetic cap makes it easy to drink or pour one-handed so there's no more fumbling to keep the cap out of the way.

Features


Magnetic Handle: Keeps the cap stowed while drinking
Angled Spout: Provides an ergonomic drink interface that delivers a high flow of water without sloshing or spilling
Comfortable To Carry: Handle designed to comfortably carry a full bottle with two fingers
Internal Cap Threads: No more drinking off those uncomfortable bottle threads
Dishwasher Safe: All parts are top-rack dishwasher safe
Wide-Mouth Opening: Easy to fill with ice and water and a breeze to clean
BPA, BPS &amp; BPF Free: Taste your beverage, not the bottle


Specifications






Activity:Everyday &amp; Outdoor




User:Unisex




BPA/BPS/BPF Free:Yes




Dimensions:9.5 x 9.5 x 29 cm / 3.7 x 3.7 x 12.2 in




Material:Eastman Tritan™ Copolyester. Tritan makes the Chute® Mag clear, vibrant, durable, dishwasher safe and 100% BPA-Free.




Weight:232 g / 8.2 oz","Tactical Trading","Apparel & Accessories > Clothing","Water Bottles",true,,,,,shopify,140,continue,95.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1514101015.jpg?v=1581711287
camelbak-chute-75l-rust,"CamelBak Chute .75L Rust Water Bottle","Description
The new Chute.75L water bottle is designed for hydration on demand, whether you're in the backcountry or sitting at your desk. The ergonomic high-flow spout is angled and contoured for efficient, full-on hydration. The leak-proof, tethered cap twists off with just half a turn and conveniently snaps into the handle so it's out of the way when you're drinking. We even put the threads for the cap on the inside of the spout so you get a comfortable lip seal. And the one-piece tether is twice as clever as any you'll see on the market. It keeps the top locked out of your way for one-handed refills on the go.
Features

BPA-Free
Angled spout provides an ergonomic drink interface that delivers a high flow of water without sloshing or spilling
Spout cap snaps into handle to prevent it from getting in the way when drinking
Handle designed to comfortably carry .75L of water
Wide-mouth opening is easy to fill with ice and water and a breeze to clean
CamelBak Got Your Bak Lifetime Guarantee








Chute .75l
Durable and leak-proof, the 0.75-liter Chute Water Bottle provides a high flow of water without sloshing or spilling.






















 











Smooth Drink Interface
The spout cap threads internally so there is no more drinking off those uncomfortable bottle threads.




Colors For Spring And Summer
CamelBak has bright and vibrant colors that make your water bottle the ultimate hydration accessory!




Cap Stowage
Features a high-flow spout with a cap that snaps into the handle and stays out of your way while you drink.","Tactical Trading","Apparel & Accessories > Clothing","Water Bottles",true,,,,,shopify,0,continue,84.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/71j2t-c5FcL._SL1500.jpg?v=1581711284
camelbak-chute-1l-bluegrass,"CamelBak Chute 1L Bluegrass Water Bottle","Description

The versatile and well-loved Chute® bottle has been improved to feature a NEW magnetic top that easily stows the cap. Our most popular size, the 32 oz, is perfect for all day hydration wherever you're headed. Drink freely from the Chute® Mag thanks to an angled spout that provides a high flow of water without sloshing or spilling. This durable and leak-proof favorite is still 100% free of BPA, BPS and BPF and now even better at keeping the cap out of the way for easy, one-handed drinking or pouring.

Features


Magnetic Handle: Keeps the cap stowed while drinking
Angled Spout: Provides an ergonomic drink interface that delivers a high flow of water without sloshing or spilling
Comfortable To Carry: Handle designed to comfortably carry a full bottle with two fingers
Internal Cap Threads: No more drinking off those uncomfortable bottle threads
Dishwasher Safe: All parts are top-rack dishwasher safe
Wide-Mouth Opening: Easy to fill with ice and water and a breeze to clean
BPA, BPS &amp; BPF Free: Taste your beverage, not the bottle


Specifications




Capacity:1L/32 fl oz




Cap Material:BPA-Free Polypropylene




Closure:Leak-Proof Magnetic Cap




Collection:Daily Hydration




Activity:Everyday &amp; Outdoor




User:Unisex




BPA/BPS/BPF Free:Yes




Dimensions:9.5 x 9.5 x 24.5 cm / 3.7 x 3.7 x 9.6 in




Material:Eastman Tritan™ Copolyester. Tritan makes the Chute® Mag clear, vibrant, durable, dishwasher safe and 100% BPA-Free.




Weight:192 g / 6.8 oz","Tactical Trading","Apparel & Accessories > Clothing","Water Bottles",true,,,,,shopify,0,continue,89.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/1513401001.jpg?v=1581711305
camelbak-chute-insulated-6l-fire,"CamelBak Chute Insulated .6L Fire Water Bottle","Description
Rapid hydration meets insulation. The new insulated Chute keeps your drink cool longer, with a double-walled design that also cuts down on condensation. The leak-proof, tethered cap twists off with just half a turn and conveniently snaps into the handle so it's out of the way when you're drinking. CamelBak even put the threads for the cap on the inside of the spout so you get a comfortable lip seal. And the one-piece tether is twice as clever as any you'll see on the market. It keeps the top locked out of your way for one-handed refills on the go. BPA and BPS-Free.
Features

BPA-Free
The new double-walled chute provides a high flow of water in a leak-proof design that will keep your drink cool for hours
Double-walled bottle keeps water cool and reduces condensation
Hard plastic is 100% free of BPA and bps, and stands up to frequent use around Town and on the trail
Spout cap snaps into the handle to prevent it from getting in the way when drinking; tether securely attaches the cap to the bottle for easy filling
Camelbak Got your Bak guarantee: if we build it, we'll Bak it with our lifetime guarantee","Tactical Trading","Apparel & Accessories > Clothing","Water Bottles",true,,,,,shopify,0,continue,105.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/81cFz6kKYGL._SL1500.jpg?v=1581711306
camelbak-chute-insulated-6l-earth,"CamelBak Chute Insulated .6L Earth Water Bottle","Description

Rapid hydration meets insulation. The new insulated Chute keeps your drink cool longer, with a double-walled design that also cuts down on condensation. The leak-proof, tethered cap twists off with just half a turn and conveniently snaps into the handle so it's out of the way when you're drinking. CamelBak even put the threads for the cap on the inside of the spout so you get a comfortable lip seal. And the one-piece tether is twice as clever as any you'll see on the market. It keeps the top locked out of your way for one-handed refills on the go. BPA and BPS-Free.

Features


BPA-Free
The new double-walled chute provides a high flow of water in a leak-proof design that will keep your drink cool for hours
Double-walled bottle keeps water cool and reduces condensation
Hard plastic is 100% free of BPA and bps, and stands up to frequent use around Town and on the trail
Spout cap snaps into the handle to prevent it from getting in the way when drinking; tether securely attaches the cap to the bottle for easy filling
Camelbak Got your Bak guarantee: if we build it, we'll Bak it with our lifetime guarantee","Tactical Trading","Apparel & Accessories > Clothing","Water Bottles",true,,,,,shopify,0,continue,105.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/71uy6iWc-YL._SL1500.jpg?v=1581711326
camelbak-chute-6l-pow-pink,"CamelBak Water Bottle Chute .6L Power Pink","The new Chute .6L water bottle is designed for hydration on demand, whether you're in the backcountry or sitting at your desk. The ergonomic high-flow spout is angled and contoured for efficient, full-on hydration. The leak-proof, tethered cap twists off with just half a turn and conveniently snaps into the handle so it's out of the way when you're drinking. CamelBak even put the threads for the cap on the inside of the spout so you get a comfortable lip seal. And the one-piece tether is twice as clever as any you'll see on the market. It keeps the top locked out of your way for one-handed refills on the go. BPA and BPS-Free. The Chute .6L offers hydration on demand with bright new colors and a leak-proof design that’s small enough to toss in a bag. 
Features

Durable and leak proof, the 0.6-litre Chute water bottle has an angled spout that provides a high flow of water without sloshing or spilling
Hard plastic is 100% free of BPA and BPS, and stands up to frequent use around town and on the trail
Spout cap snaps into the handle to prevent it from getting in the way when drinking; tether securely attaches the cap to the bottle for easy filling
Cap unscrews in just half a turn for quick access to your water
All parts of the Chute bottle are top-rack dishwasher safe
CamelBak Got Your Bak Guarantee: If we built it, we'll Bak it with our lifetime guarantee
Angled spout provides an ergonomic drink interface that delivers a high flow of water without sloshing or spilling
Spout cap snaps into handle to prevent it from getting in the way when drinking
Tether securely attaches the cap to the bottle for easy filling and refilling
Half Turn Cap gives you easy access to your water
The spout cap threads internally so there is no more drinking off those uncomfortable bottle threads
Comfortable to Carry: Handle designed to comfortably carry a full bottle with two fingers























Smooth Drink Interface
The spout cap threads internally so there is no more drinking off those uncomfortable bottle threads.




Specifications
- Capacity: .6L/20 fl oz
- CapMaterial: BPA-Free Polypropylene
- Material: Eastman Tritan Copolyester. Tritan makes the Chute clear, vibrant, durable, dishwasher safe




Cap Stowage
Features a high-flow spout with a cap that snaps into the handle and stays out of your way while you drink.","Tactical Trading","Apparel & Accessories > Clothing","Water Bottles",true,,,,,shopify,3,continue,80.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/51t-jAMBaVL._SL1111.jpg?v=1581541413
