Handle,Title,"Body (HTML)",Vendor,"Standardized Product Type","Custom Product Type",Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Price","Variant Compare At Price","Image Src"
adonit-dash-3-fine-point-precision-stylus-for-ipad-iphone-samsung-android-all-touchscreens,"Adonit Dash 3 Fine Point Precision Stylus for iPad, iPhone, Samsung, Android - Black","Fine Point: The improved 1.9 mm tip creates a paper-like drag that's more precise and responsive than ever before Click On: Open any note taking or sketching app and begin without the need to connect Carrying Clip: Clip and carry Dash's thin, balanced, aluminum body with confidence Write and Draw: A fine point stylus opens up all kinds of possibilities on your smart device Recharge: Click Dash on for up to 14 hours of continuous use. Click Dash off and charge within 45 minutes.",Shift,,,false,,,,,shopify,31,continue,199.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/61DFN5pGXmL._SL1500_e06dae1c-10cd-40f2-8625-d7bdbe309dca_1080x1080_pad_ffffff.jpg.jpg?v=1647691376
twelve-south-airfly-airpod-bluetooth-dongle-for-air-flights-white,"TWELVE SOUTH Airfly Airpod Bluetooth Dongle For Air Flights White","Allows wireless headphones to connect to wired headphone jacks Use to pair AirPods with airline in flight entertainment systems Listen to your health club TVs with your wireless sport headphones Built in battery lasts up to 8 hours and recharges via USB Wish you could listen to in flight TV with your AirPods Want to hear the gym cardio machine TV audio with your wireless headphones Now you can thanks to AirFly a tiny device that connects wireless headphones to wired audio jacks on planes in fitness centers and anywhere else wired headphones were previously required",Shift,,,false,,,,,shopify,308,continue,200.00,89.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/TWELVESOUTHAirFlyAirpodBluetoothDongleForAirFlights-White3_b21d3819-d568-447f-8d78-beff9f750c4b_1080x1080_pad_ffffff.jpg.jpg?v=1645795117
so-skild-iphone-xs-max-defend-wallet-impact-case-and-tempered-glass-screen-protector,"SO SKILD iPhone XS Max Defend Wallet Impact Case and Tempered Glass Screen Protector","Aesthetic but nevertheless robust look Completely fitted with ZigZag Protection Provided with two cardslots The case has special diamond shaped corners",Shift,,,false,,,,,shopify,32,continue,25.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/SOSKILDiPhoneXSMaxDefendWalletImpactCaseandTemperedGlassScreenProtector_74533ae4-8b92-4442-b9d6-baf2afff2539_1080x1080_pad_ffffff.jpg.jpg?v=1645795120
progeo-4-port-usb-wall-charger-35-w-cn,"ProGeo 4-Port USB Wall Charger (35 W, CN)","4 USB Type-A ports with a maximum output of 35 W/7 A. Dynamic Power Sharing circuitry optimizes fast-charging efficiency. US DoE Energy Level VI-compliant. Safeguard your device with voltage/current/temperature protection. Slide on/off power plug for international travelers.",Shift,,,false,,,,,shopify,16,continue,139.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/ProGeo4-PortUSBWallCharger_35W_CN_2905fa51-14cf-4b0c-9f01-17998c68b9e0_1080x1080_pad_ffffff.jpg.jpg?v=1645795123
kate-spade-new-york-glitter-stars-silver-gold-foil-confetti-for-iphone-xs-x,"KATE SPADE NEW YORK Glitter- Stars Silver/ Gold Foil Confetti For iPhone XS/X","Show off your personal style with the playful sophistication of Kate Spade New York. A transparent hardshell liquid case with glitter. Co-molded hardshell case and shock-resistant bumper provide long-lasting protection. Lightweight, easy-grip design perfect for everyday use. KATE SPADE NEW YORK Glitter- Stars Silver/ Gold Foil Confetti For iPhone XS/X",Shift,,,false,,,,,shopify,13,continue,99.00,17.50,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/KATE_SPADE_NEW_YORK_Glitter-_Stars_Silver-_Gold_Foil_Confetti_For_iPhone_XS-X_35387c0f-93d5-42d4-af2f-8c5f7385421f_1080x1080_pad_ffffff.jpg.jpg?v=1645795136
ihome-kiddesigns-bluetooth-speaker-star-wars-darth-vader,"iHOME Kiddesigns Bluetooth Speaker Star Wars Darth Vader","Cool Character Styling Size defying sound Built-in Rechargeable battery Supplied cable for charging speaker and connecting to audio source. Bluetooth technology wirelessly connects to your MP3 player, smartphone, tablet, or computer so you can enjoy cord-free listening. Integrated microphone and speaker phone function allow you to take calls hands-free, as well as answer and end calls with voice commands. Built-in rechargeable battery lasts up to 6 hours on a single charge. Includes a micro USB cable for charging the speaker. Power and charging LED indicator lets you know when the speaker is on and when it's done charging. Package Dimensions: 18 x 17 x 9 cm Recommended Age: Suitable for 3 years & above",Shift,,,false,,,,,shopify,207,continue,149.00,85.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/ihome-bluetooth-speaker-star-wars-darth-vader-1_1a363b7c-9180-4790-93a9-2111ff3ff928_1080x1080_pad_ffffff.jpg.jpg?v=1645795157
ihome-kiddesigns-bluetooth-speaker-star-wars-bb8,"iHOME Kiddesigns Bluetooth Speaker Star Wars BB8","Cool Character Styling Size defying sound Built-in Rechargeable battery Supplied cable for charging speaker and connecting to audio source. Bluetooth technology wirelessly connects to your MP3 player, smartphone, tablet, or computer so you can enjoy cord-free listening. Integrated microphone and speaker phone function allow you to take calls hands-free, as well as answer and end calls with voice commands. Built-in rechargeable battery lasts up to 6 hours on a single charge. Includes a micro USB cable for charging the speaker. Power and charging LED indicator lets you know when the speaker is on and when it's done charging.",Shift,,,false,,,,,shopify,3,continue,149.00,85.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/ihome-bluetooth-speaker-star-wars-bb8_497d2bb3-2001-4918-8aab-07a27ef1b683_1080x1080_pad_ffffff.jpg.jpg?v=1645795162
ihome-kiddesigns-bluetooth-speaker-star-wars-episode-8-trooper,"iHOME Kiddesigns Bluetooth Speaker Star Wars - Episode 8 Trooper","Cool Character Styling Size defying sound Built-in Rechargeable battery Supplied cable for charging speaker and connecting to audio source. Bluetooth technology wirelessly connects to your MP3 player, smartphone, tablet, or computer so you can enjoy cord-free listening. Integrated microphone and speaker phone function allow you to take calls hands-free, as well as answer and end calls with voice commands. Built-in rechargeable battery lasts up to 6 hours on a single charge. Includes a micro USB cable for charging the speaker. Power and charging LED indicator lets you know when the speaker is on and when it's done charging. Package Dimensions: 18 x 17 x 9 cm Recommended Age: Suitable for 3 years & above",Shift,,,false,,,,,shopify,4,continue,150.00,105.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/ihome-bluetooth-speaker-star-wars-trooper_77801fce-31aa-4107-804b-62e4f45b7f4d_1080x1080_pad_ffffff.jpg.jpg?v=1645795163
casemate-protection-collection-carbon-fiber-for-iphone-xr,"CASEMATE Protection Collection Carbon Fiber For iPhone XR","Genuine carbon fiber panel 12 Plus foot drop protection 5 layers of protection Compatible with wireless charging Two-piece installation Refined metallic buttons",Shift,,,false,,,,,shopify,493,continue,149.00,46.87,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Capture_1fdd7e4a-0a66-478c-939d-4bfcc5d857c2_1080x1080_pad_ffffff.png.jpg?v=1650541562
case-mate-protection-collection-for-iphone-xs-x,"CASE-MATE Protection Collection For iPhone XS/X","Genuine carbon fiber panel 12 ft. drop protection with 5 layers of protection 2 piece installation Refined metallic buttons Compatible with wireless charging",Shift,,,false,,,,,shopify,32,continue,19.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/CM-CM0377042_84ddf035-5ba2-4431-82ac-d99afa69a043_1080x1080_pad_ffffff.png.jpg?v=1645795178
case-mate-protection-collection-for-iphone-xs-max,"CASE-MATE Protection Collection For iPhone XS Max","Genuine carbon fiber panel. 12 ft. drop protection with 5 layers of protection - 2 piece installation. Refined metallic buttons. Compatible with wireless charging.",Shift,,,false,,,,,shopify,10,continue,149.00,18.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/CM-CM0378161_92bf7272-47b1-46df-a8e7-eabc0092b222_1080x1080_pad_ffffff.png.jpg?v=1645795181
moshi-usb-c-to-hdmi-adapter,"MOSHI USB-C To HDMI Adapter","Connect your USB-C device to a UHD TV or monitor Supports both 1080p HD and 4K UHD video output at up to 60 fps Supports multi-channel digital audio output on compatible devices Aluminum casing minimizes electromagnetic interference Plug-n-Play: no software drivers or power adapter required",Shift,,,false,,,,,shopify,60,continue,145.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/MSHI-L-084202_d1b56cd8-1ba9-4262-86f2-6b08674f5e6f_1080x1080_pad_ffffff.jpg.jpg?v=1645795205
moshi-stealthcover-champagne-pink-for-iphone-xs-x,"MOSHI Stealthcover Champagne Pink iPhone XS/X Case","360 degree protection for your iPhone Magnetic clasps keep your phone protected at all times Check the time and notifications without opening the cover Military-grade drop protection (MIL-STD0810G, SGS-certified) Wireless charging compatible",Shift,,,false,,,,,shopify,68,continue,125.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/MOSHIStealthcoverChampagnePinkforiPhoneXSX_4b6f8bcc-b91e-421e-bddf-69556adc32ee_1080x1080_pad_ffffff.jpg.jpg?v=1645795208
moshi-sensecover-midnight-blue-for-iphone-xr,"MOSHI Sensecover - Midnight Blue for iPhone XR Case","MOSHI Sensecover - Midnight Blue for iPhone XR",Shift,,,false,,,,,shopify,68,continue,125.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/MSHI-H-072531_47d2eac5-17cb-4651-8e05-1c127990a0a4_1080x1080_pad_ffffff.jpg.jpg?v=1645795210
moshi-ivisor-new-macbook-pro-15-anti-glare-screen-protector-black-clear-matte,"MOSHI iVisor NEW Macbook Pro 15 Anti-Glare Screen Protector - Black ( Clear / Matte )","Proprietary technology ensures that iVisor is 100% bubble-free upon installation. Surface treatment provides enhanced scratch and fingerprint resistance. iVisor can be washed and reapplied repeatedly. High transparency ensures minimal impact to brightness",Shift,,,false,,,,,shopify,17,continue,189.00,125.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/MOSHIiVisorNEWMacbookPro15Anti-GlareScreenProtector-Black_d8379051-2552-49a0-aad3-6fc4c0ea248c_1080x1080_pad_ffffff.jpg.jpg?v=1645795214
catalyst-impact-protection-case-for-iphone-xs-max,"CATALYST Impact Protection Case for iPhone XS Max Phone Case","Drop proof MIL STD 810G 9 point 9ft 3m Non slip Rubber Bumper Proprietary Impact Rubber Polymer Impact Truss Cushioning System Exposed face for direct touchscreen access Signature Rotating Mute Switch Toggle Slim Profile Clear Case Back Easy to Install Remove Lanyard Attachment Wrist Lanyard Included",Shift,,,false,,,,,shopify,54,continue,64.00,32.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/iphonecaseblack_1080x1080_pad_ffffff.png.jpg?v=1650713141
tucano-dritta-slim-for-notebook-17,"TUCANO Dritta Slim Case For Notebook 17""","Dedicated tablet compartment compatible with iPad and tablets Convenient front organized pocket stores quick access items Comfortable shoulder strap and padded handle for easy portability Internal fleece lined strap to carry and protect your equipment The luggage pass through on the back panel enables easy transport with rolling luggage Bright color lining for comfortable vision",Shift,,,false,,,,,shopify,23,continue,45.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/TUCANODrittaSlimForNotebook17_01d4ac36-3342-4de6-92ee-2eaeebae0a2f_1080x1080_pad_ffffff.jpg.jpg?v=1645795232
olloclip-3-in-1-lens-with-pendant-and-stand-black-black-for-iphone-8-7-8-7-plus,"OLLOCLIP  3-In-1 Lens With Pendant And Stand - Black for iPhone 8-7/8-7 Plus","Fisheye: Creative freedom through a unique 180 spherical effect with endless possibilities. Our brand new supercharged Fisheye is handcrafted to deliver crisp imagery with the widest field-of-view. A common favorite in skateboarding, the Fisheye lens is perfect for adding a unique perspective to almost any setting - including 360 degree VR shots of landscapes, portraits and even selfies with a group of friends. Super-Wide: Capture more landscapes and more friends through our all-new advanced 4-element lens with over 120 field-of-view. The Super-Wide lens captures almost double the field-of-view of iPhone's native camera with maximum sharpness and minimal distortion. Great for panoramic scenery and tight interior spaces. Macro: Get 15x closer to analyze, document and share beautiful macro photos and video with greater depth-of-field and less pincushion distortion. Transform iPhone into a digital microscope and go beyond what the human eye can observe to see the details in fabric, flowers and other textured materials.",Shift,,,false,,,,,shopify,274,continue,25.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/ollocliplensq_4bf0ef39-fd15-48f1-bf06-69d1650f87cc_1080x1080_pad_ffffff.jpg.jpg?v=1645795237
jam-audio-double-chill-waterproof-wireless-speaker-blue,"JAM AUDIO Double Chill Waterproof Wireless Speaker Blue","UP TO 12 HOURS PLAYTIME: Have your party go late into the night without worrying about charging your speaker WATER & DUST PROOF -IP67 RATED: The Hang Tight is designed to keep the music going through just about anything. The IP67 rating means it's dirt-proof and submersible in water up to one meter for 30 minutes SPEAKERPHONE: You can answer your phone without disconnecting from the Hang Tight. Hang Tight knows when a call is coming in and will pause the music before ringing. When you hang up, the music starts where the track left off MONO SPEAKER: This compact speaker packs a powerful punch. The 3W driver with passive radiator allows for amazing sound performance with a minimal foot print",Shift,,,false,,,,,shopify,5,continue,179.00,60.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/jam-double-hill-blue_259d9b33-e3ad-421e-9e1e-590dfb0cb390_1080x1080_pad_ffffff.jpg.jpg?v=1645795247
case-mate-brilliance-brooch-case-for-iphone-xs-x,"Case-Mate Brilliance Brooch Case for iPhone XS/X","Works with wireless charging. Adorned with genuine crystals. Dual-layer protection with a slim silhouette. Refined metallic buttons. Military strength impact protection. Elevate any look with this modern twist on a classic piece. The gorgeous Brilliance Brooch case, inspired by the antique gems on classic brooches, is covered with over 800 genuine vibrant crystals. Faceted metal accents add to the exquisite pattern, as our trademark metallic buttons make this case one-of-a-kind.",Shift,,,false,,,,,shopify,10,continue,149.00,18.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/CM-CM0362781_16e6affc-62e0-4555-b936-7edbc9c7e04d_1080x1080_pad_ffffff.png.jpg?v=1645795273
case-mate-barely-there-leather-for-iphone-xs-x-cardinal,"CASE-MATE Barely There Leather For iPhone XS/X - Cardinal","Made with genuine leather. 2mm thin. Compatible with wireless charging. Brushed microfiber interior.",Shift,,,false,,,,,shopify,5,continue,149.00,18.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/CM-CM0377481_17d38dda-c6b5-404c-9a0c-8872697b01c6_1080x1080_pad_ffffff.png.jpg?v=1645795276
case-mate-barely-there-leather-for-iphone-xs-x,"CASE-MATE Barely There Leather For iPhone XS/X","CASE-MATE Barely There Leather For iPhone XS/X",Shift,,,false,,,,,shopify,3,continue,19.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/CM-CM0377461_8014a25c-d3b4-435c-b2bd-6209ede84a87_1080x1080_pad_ffffff.png.jpg?v=1645795279
case-mate-barely-there-leather-for-iphone-xs-max-cardinal,"CASE-MATE Barely There Leather For iPhone XS Max - Cardinal","Made with genuine leather. 2mm thin. Compatible with wireless charging. Brushed microfiber interior.",Shift,,,false,,,,,shopify,41,continue,19.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/CM-CM0378601_fed5d50f-a309-4bc6-a05e-fc0ff3298019_1080x1080_pad_ffffff.png.jpg?v=1645795281
case-mate-barely-there-leather-for-iphone-xs-max,"CASE-MATE Barely There Leather For iPhone XS Max","Amazing Thin Profile. Premium Genuine Leather. Finished Microfiber Liner. Lay flat screen protection. Metallic Buttons.",Shift,,,false,,,,,shopify,3,continue,19.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/CM-CM0378582_ba72734e-6091-4e69-8167-c5bc06e78767_1080x1080_pad_ffffff.png.jpg?v=1645795284
case-mate-barely-there-leather-for-iphone-xr-cardinal,"CASE-MATE Barely There Leather For iPhone XR - Cardinal","Made with genuine leather. 2mm thin. Compatible with wireless charging. Brushed microfiber interior.",Shift,,,false,,,,,shopify,31,continue,19.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/CM-CM0378021_03e6f3ca-0cff-42f7-a7ea-b130c75632ef_1080x1080_pad_ffffff.jpg.jpg?v=1645795287
benaw-glow-in-the-dark-hardcase-new-macbook-pro-13-3-turquoise,"Benaw Glow in The Dark Hardcase New Macbook Pro 13.3 Turquoise","Instantly form fitting silicone cover Particularly molded and individually printing",Shift,,,false,,,,,shopify,3,continue,35.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/BenawGlowInTheDarkHardcase1_4f7dca69-ad6f-4633-ba95-41d603a14ae2_1080x1080_pad_ffffff.jpg.jpg?v=1645795297
adidas-laptop-sleeve-13-bluebird-white,"Adidas Laptop Sleeve 13"" Bluebird White","Wrap up your laptop in some 3-Stripes love. This adidas Originals universal laptop sleeve is made of faux leather padded with protective foam. Styled with stitched 3-Stripes and an embossed printed logo in front and back. Includes an inside pocket and zip closure. Zip main sleeve with custom zipper pull and protective foam, Inside pocket Printed and embossed adidas Originals logo on front and back, Stitched 3-Stripes on front and back 100% polyurethane",Shift,,,false,,,,,shopify,9,continue,179.00,99.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Adidas_Laptop_Sleeve_-_Bluebird_881e8965-12d4-472d-8aa0-1d5cea86752f_1080x1080_pad_ffffff.jpg.jpg?v=1645795305
moshi-ionglass-glass-for-iphone-xs-x,"MOSHI Ionglass Glass for iPhone XS/X","Atomically-strengthened: stronger than tempered glass. Precision-molded to fit your device's curved touchscreen. Up to 40% thinner than generic glass screen protectors. Oleophobic coating for easily wiping away fingerprints. Complete edge-to-edge protection.",Shift,,,false,,,,,shopify,170,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/MOSHIIonglassGlassforiPhone_512d887d-9514-4172-bbe8-d0b0434dce8a_1080x1080_pad_ffffff.jpg.jpg?v=1645795311
cabeau-memory-foam-evolution-s3-pillow-steel,"CABEAU Memory Foam Evolution S3 Pillow - Steel","Introducing Evolution S3 — the world’s best engineered travel pillow. Our innovative Seat Strap System eliminates head drop and the instinctive ""whiplash"" response to reopen obstructed airways. Raised side supports prevent lateral movement or ""bobble-head"" and keep you from drooling on your seat mate's shoulder. The thin back ensures proper spine alignment, relaxes your back, and releases tension that otherwise strains taut neck and shoulder muscles. An adjustable front clasp customizes fit for individual comfort. Our premium memory foam core is protected by a moisture-wicking, machine-washable cover that keeps your neck dry and stays fresh-looking. Pillow compacts to half its size in travel case that attaches to carry-on for critical space savings. FEATURES: SEAT STRAP SYSTEM -- WATCH VIDEO IMAGE: Our patent-pending Seat Strap System allows the pillow to be strapped to the airplane head-rest wings to keep your head from falling forward as you sleep on long airplane flights. It can be adjusted to fit the pillow’s flat back on or below the wings to better fit tall and short people. Guaranteed to keep you head in place, you can now enjoy complete chin and side support while you rest and relax. 360 CHIN/HEAD SUPPORT: Unlike other neck pillows, the award winning Evolution S3 travel pillow is designed with premium memory foam that provides 360 degree total comfort whether your head leans forward or to the side. IMPROVED TRAVEL BAG: The Evolution S3 Travel Neck Pillow was built for convenience and portability. It comes with an improved travel bag that allows the neck pillow to compress down to ½ its size. The bag also has two convenient pockets to store small items and a secure plastic clip that can attach to your luggage to save valuable bag space.",Shift,,,false,,,,,shopify,1479,continue,159.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/61mvLUUygpL._SL1000_29034e46-57f2-4429-a19d-1d66beb6353f_1080x1080_pad_ffffff.jpg.jpg?v=1645795320
cabeau-memory-foam-evolution-s3-pillow-jet-black,"CABEAU Memory Foam Evolution S3 Pillow - Jet Black","Introducing Evolution S3 — the world’s best engineered travel pillow. Our innovative Seat Strap System eliminates head drop and the instinctive ""whiplash"" response to reopen obstructed airways. Raised side supports prevent lateral movement or ""bobble-head"" and keep you from drooling on your seat mate's shoulder. The thin back ensures proper spine alignment, relaxes your back, and releases tension that otherwise strains taut neck and shoulder muscles. An adjustable front clasp customizes fit for individual comfort. Our premium memory foam core is protected by a moisture-wicking, machine-washable cover that keeps your neck dry and stays fresh-looking. Pillow compacts to half its size in travel case that attaches to carry-on for critical space savings. FEATURES: SEAT STRAP SYSTEM -- WATCH VIDEO IMAGE: Our patent-pending Seat Strap System allows the pillow to be strapped to the airplane head-rest wings to keep your head from falling forward as you sleep on long airplane flights. It can be adjusted to fit the pillow’s flat back on or below the wings to better fit tall and short people. Guaranteed to keep you head in place, you can now enjoy complete chin and side support while you rest and relax. 360 CHIN/HEAD SUPPORT: Unlike other neck pillows, the award winning Evolution S3 travel pillow is designed with premium memory foam that provides 360 degree total comfort whether your head leans forward or to the side. IMPROVED TRAVEL BAG: The Evolution S3 Travel Neck Pillow was built for convenience and portability. It comes with an improved travel bag that allows the neck pillow to compress down to ½ its size. The bag also has two convenient pockets to store small items and a secure plastic clip that can attach to your luggage to save valuable bag space.",Shift,,,false,,,,,shopify,2305,continue,169.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/61IsNYDHDVL._SL1000_ceecd44a-fb1d-45f4-8814-d417c6f5e324_1080x1080_pad_ffffff.jpg.jpg?v=1645795322
cabeau-memory-foam-evolution-s3-pillow-indigo,"CABEAU Memory Foam Evolution S3 Pillow - Indigo","Introducing Evolution S3 — the world’s best engineered travel pillow. Our innovative Seat Strap System eliminates head drop and the instinctive ""whiplash"" response to reopen obstructed airways. Raised side supports prevent lateral movement or ""bobble-head"" and keep you from drooling on your seat mate's shoulder. The thin back ensures proper spine alignment, relaxes your back, and releases tension that otherwise strains taut neck and shoulder muscles. An adjustable front clasp customizes fit for individual comfort. Our premium memory foam core is protected by a moisture-wicking, machine-washable cover that keeps your neck dry and stays fresh-looking. Pillow compacts to half its size in travel case that attaches to carry-on for critical space savings. FEATURES: SEAT STRAP SYSTEM -- WATCH VIDEO IMAGE: Our patent-pending Seat Strap System allows the pillow to be strapped to the airplane head-rest wings to keep your head from falling forward as you sleep on long airplane flights. It can be adjusted to fit the pillow’s flat back on or below the wings to better fit tall and short people. Guaranteed to keep you head in place, you can now enjoy complete chin and side support while you rest and relax. 360 CHIN/HEAD SUPPORT: Unlike other neck pillows, the award winning Evolution S3 travel pillow is designed with premium memory foam that provides 360 degree total comfort whether your head leans forward or to the side. IMPROVED TRAVEL BAG: The Evolution S3 Travel Neck Pillow was built for convenience and portability. It comes with an improved travel bag that allows the neck pillow to compress down to ½ its size. The bag also has two convenient pockets to store small items and a secure plastic clip that can attach to your luggage to save valuable bag space.",Shift,,,false,,,,,shopify,2292,continue,160.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/61aBAeL20AL._SL1000_890e0920-1f6a-45be-8e4a-88dc82b852d0_1080x1080_pad_ffffff.jpg.jpg?v=1645795324
cabeau-memory-foam-evolution-s3-pillow-cardinal,"CABEAU Memory Foam Evolution S3 Pillow - Cardinal","Introducing Evolution S3 — the world’s best engineered travel pillow. Our innovative Seat Strap System eliminates head drop and the instinctive ""whiplash"" response to reopen obstructed airways. Raised side supports prevent lateral movement or ""bobble-head"" and keep you from drooling on your seat mate's shoulder. The thin back ensures proper spine alignment, relaxes your back, and releases tension that otherwise strains taut neck and shoulder muscles. An adjustable front clasp customizes fit for individual comfort. Our premium memory foam core is protected by a moisture-wicking, machine-washable cover that keeps your neck dry and stays fresh-looking. Pillow compacts to half its size in travel case that attaches to carry-on for critical space savings. FEATURES: SEAT STRAP SYSTEM -- WATCH VIDEO IMAGE: Our patent-pending Seat Strap System allows the pillow to be strapped to the airplane head-rest wings to keep your head from falling forward as you sleep on long airplane flights. It can be adjusted to fit the pillow’s flat back on or below the wings to better fit tall and short people. Guaranteed to keep you head in place, you can now enjoy complete chin and side support while you rest and relax. 360 CHIN/HEAD SUPPORT: Unlike other neck pillows, the award winning Evolution S3 travel pillow is designed with premium memory foam that provides 360 degree total comfort whether your head leans forward or to the side. IMPROVED TRAVEL BAG: The Evolution S3 Travel Neck Pillow was built for convenience and portability. It comes with an improved travel bag that allows the neck pillow to compress down to ½ its size. The bag also has two convenient pockets to store small items and a secure plastic clip that can attach to your luggage to save valuable bag space.",Shift,,,false,,,,,shopify,661,continue,160.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/61ghdzL04-L._SL1000_8a0772db-45b1-40e2-9672-65ffd7b9f4b1_1080x1080_pad_ffffff.jpg.jpg?v=1645795326
buddyphones-inflight-headphones-purple,"OnanOff Buddyphones InFlight Foldable Kids Safe Headphones - Purple","BEST KIDS HEADPHONES FOR SAFE AUDIO: BuddyPhones were designed for safety, comfort, and fun. Comes with 6 sets of decorative vinyl stickers for personalization. Appropriate for all girls, boys, toddlers, and kids between the age of 3 - 10. ALWAYS-ON VOLUME LIMITER: Inflight Series Volume is limited to a child safe level of a maximum of 94 dB. There are three volume limit settings 75 dB, 85dB, and 94dB depending on the environment your child is in. For airplane use, select the maximum volume of 94dB by using the child-proof switch. AWARD-WINNING DESIGN FOR CHILDREN: BuddyPhones are tailor-made for children, featuring a super durable and bendable headband that is adjustable for a perfect fit. Their unique, kid-friendly design has won BuddyPhones Explore Foldable numerous awards including the 2017 Parent's Choice Award! EASY SHARING: The BuddyCable includes a patented, built-in audio splitter for sharing with friends. Up to 4 BuddyPhones can be shared in the same device. ADDITIONAL FEATURES AND COMPATIBILITY: The included 3.5mm gold-plated audio jack works with Apple iPads and iPhones, Amazon Fire, Kindle, Samsung, and all Smartphones. They are perfect for use in home, car or school. Also feature an in-line microphone with the answering button. Travel bag included.",Shift,,,false,,,,,shopify,7,continue,170.00,89.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/BUDDYPHONES_InFlight_Headphones_-_Purple_d940395a-2656-476c-b3ba-ffe71bf33a0e_1080x1080_pad_ffffff.jpg.jpg?v=1645795329
buddyphones-inflight-headphones-pink,"OnanOff Buddyphones InFlight Foldable Kids Safe Headphones - Pink","InFlight Buddyphones allow you to choose from 3 max volume presets. Safe Flight Mode maxes at 94db and provides safe listening in louder environments. Safe Kid Mode (85db max) is great for normal listening. And, Safe Toddler Mode reduces the max volume to 75db, which is perfect for children with sensitive hearing, attention deficits, and/or autism. FEATURES 3 volume settings: 94db, 85db, and 75db BuddyCable integrated audio splitter allows up to 4 buddies to share the same device Kit includes a 2-prong plug for airplanes and a convenient travel bag Flat, detachable cable design minimizes choking hazards Built-in microphone is convenient for talking and to use with learning apps MORE FEATURES BEST KIDS HEADPHONES FOR SAFE AUDIO: BuddyPhones were designed for safety, comfort, and fun. Comes with 6 sets of decorative vinyl stickers for personalization. Appropriate for all girls, boys, toddlers, and kids between the age of 3 - 10. ALWAYS-ON VOLUME LIMITER: Inflight Series Volume is limited to a child safe level of a maximum of 94 dB. There are three volume limit settings 75 dB, 85dB, and 94dB depending on the environment your child is in. For airplane use, select the maximum volume of 94dB by using the child-proof switch. AWARD-WINNING DESIGN FOR CHILDREN: BuddyPhones are tailor-made for children, featuring a super durable and bendable headband that is adjustable for a perfect fit. Their unique, kid-friendly design has won BuddyPhones Explore Foldable numerous awards including the 2017 Parent's Choice Award! EASY SHARING: The BuddyCable includes a patented, built-in audio splitter for sharing with friends. Up to 4 BuddyPhones can be shared in the same device. ADDITIONAL FEATURES AND COMPATIBILITY: The included 3.5mm gold-plated audio jack works with Apple iPads and iPhones, Amazon Fire, Kindle, Samsung, and all Smartphones. They are perfect for use in home, car or school. Also feature an in-line microphone with the answering button. Travel bag included.",Shift,,,false,,,,,shopify,24,continue,110.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/BP-IF-PINK-01-K_1_600x_97ec96ff-f392-439f-825a-ad4e8fa03c8e_1080x1080_pad_ffffff.jpg.jpg?v=1645795333
